Sexe;Age;Statut;Occupation;Qualification;Etudie;NombreFS;NombreE;Jardinage;Cuisine;Sport;MinutesTV;LectureBD;MinutesL;EcouteRP;JournalIntime;Taille
F;38;Marie;Exerce profession;Technicien;Non;6;2;Non;Non;Non;60;Non;8,57;Non;Non;Comme il faut
F;78;Marie;Retraite;Employe de bureau;Non;0;3;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;40;Divorce;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;60;Non;0;Non;Oui;Pas assez
H;43;Marie;Exerce profession;Employe de bureau;Non;13;4;Non;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;71;Veuf;Retraite;Employe de bureau;Non;3;3;Non;Oui;Non;0;Non;0;Non;Non;Pas assez
F;54;Marie;Exerce profession;Profession intermediaire;Non;8;2;Oui;Non;Non;42,86;Non;0;Non;Non;Pas assez
H;66;Marie;Retraite;Profession intermediaire;Non;7;1;Oui;Non;Oui;180;Non;0;Non;Non;Pas assez
H;25;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Non;Non;0;Non;0;Non;Non;Comme il faut
F;24;Celibataire;Etudiant;Non concerne;formation initiale;4;0;Oui;Oui;Non;0;Non;180;Non;Non;Comme il faut
H;58;Divorce;Exerce profession;Employe de bureau;Non;10;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;52;Marie;Exerce profession;Profession intermediaire;Non;4;2;Oui;Non;Non;0;Non;0;Non;Oui;Comme il faut
F;76;Veuf;Retraite;Employe de bureau;Non;3;3;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
H;43;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
F;20;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Oui;Oui;Non;120;Non;0;Non;Oui;Comme il faut
H;70;Marie;Retraite;Profession intermediaire;Non;1;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
H;59;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Oui;180;Non;0;Non;Oui;Comme il faut
H;46;Marie;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;28;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Non;60;Non;0;Non;Oui;Comme il faut
F;41;Marie;Exerce profession;Employe de bureau;Non;1;2;Oui;Oui;Oui;180;Non;0;Oui;Oui;Pas assez
F;46;Marie;Exerce profession;Cadre;Non;3;2;Non;Oui;Oui;34,29;Oui;51,43;Non;Oui;Comme il faut
H;50;Marie;Exerce profession;Cadre;Non;7;4;Oui;Oui;Non;10;Non;0;Non;Non;Comme il faut
F;57;Veuf;Chomeur;Cadre;Non;2;2;Non;Oui;Oui;180;Non;0;Non;Oui;Comme il faut
F;72;Veuf;Retraite;Ouvrier qualifie;Non;5;3;Oui;Oui;Non;360;Non;0;Non;Non;Pas assez
F;31;Celibataire;Autre inactif;Employe de bureau;Non;2;3;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;24;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;58;Divorce;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;39;Marie;Exerce profession;Profession intermediaire;Non;7;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;21;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Oui;17,14;Non;0;Non;Non;Comme il faut
F;32;Celibataire;Chomeur;Employe de bureau;Non;4;3;Non;Oui;Non;60;Non;0;Non;Oui;Comme il faut
H;51;Celibataire;Exerce profession;Ouvrier qualifie;Non;7;3;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;46;Celibataire;Exerce profession;Technicien;Non;6;0;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;58;Divorce;Exerce profession;Profession intermediaire;Non;5;1;Non;Non;Non;60;Non;0;Non;Oui;Comme il faut
F;23;Divorce;Autre inactif;Employe de bureau;Non;2;1;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
H;35;Marie;Exerce profession;Technicien;Non;2;1;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;48;Celibataire;Exerce profession;Employe de bureau;Non;2;1;Oui;Oui;Oui;85,71;Non;0;Non;Oui;Comme il faut
H;22;Celibataire;Exerce profession;Technicien;Non;1;0;Non;Non;Oui;180;Non;0;Oui;Oui;Comme il faut
F;49;Marie;Exerce profession;Non concerne;Non;2;1;Non;Non;Oui;120;Non;34,29;Non;Non;Comme il faut
F;36;Marie;Exerce profession;Employe de bureau;Non;3;2;Non;Non;Oui;180;Non;0;Non;Non;Pas assez
F;47;Divorce;Exerce profession;Employe de bureau;Non;3;3;Non;Oui;Oui;0;Non;0;Non;Non;Pas assez
F;52;Marie;Exerce profession;Profession intermediaire;Non;1;3;Non;Oui;Oui;0;Oui;17,14;Non;Oui;Comme il faut
F;52;Marie;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
H;34;Marie;Exerce profession;Cadre;Non;1;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;54;Marie;Exerce profession;Cadre;Non;4;3;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
H;56;Marie;Exerce profession;Cadre;Non;7;5;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;33;Celibataire;Exerce profession;Autre;Non;2;0;Non;Oui;Non;25,71;Non;8,57;Non;Oui;Pas assez
F;48;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Oui;Non;120;Non;120;Non;Oui;Comme il faut
F;31;Marie;Exerce profession;Cadre;Non;4;1;Non;Oui;Oui;17,14;Non;0;Non;Oui;Comme il faut
F;67;Marie;Retraite;Employe de bureau;Non;2;0;Non;Non;Non;480;Non;0;Non;Non;Comme il faut
F;79;Marie;Retraite;Profession intermediaire;Non;1;5;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
H;58;Marie;Retraite;Profession intermediaire;Non;1;2;Oui;Non;Oui;0;Non;0;Non;Oui;Comme il faut
H;49;Marie;Exerce profession;Non concerne;Non;2;3;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;71;Marie;Retraite;Employe de bureau;Non;2;2;Non;Non;Oui;180;Non;0;Non;Non;Comme il faut
H;32;Marie;Exerce profession;Non concerne;Non;0;2;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;70;Marie;Retraite;Employe de bureau;Non;0;0;Non;Oui;Non;180;Non;0;Non;Non;Pas assez
H;61;Marie;Retraite;Cadre;Non;1;2;Oui;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;63;Marie;Chomeur;Employe de bureau;Non;1;3;Non;Oui;Non;60;Non;0;Non;Non;Pas assez
F;75;Marie;Autre inactif;Ouvrier qualifie;Non;3;5;Oui;Non;Non;240;Non;0;Non;Non;Comme il faut
H;38;Celibataire;Exerce profession;Cadre;Non;1;0;Non;Oui;Oui;25,71;Non;0;Non;Non;Comme il faut
F;19;Celibataire;Etudiant;Non concerne;formation initiale;10;0;Non;Oui;Oui;60;Non;0;Oui;Oui;Pas assez
H;65;Marie;Au foyer;Non concerne;Non;2;2;Oui;Non;Non;120;Non;180;Non;Non;Comme il faut
F;22;Marie;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Non;120;Non;0;Non;Oui;Comme il faut
H;76;Marie;Retraite;Cadre;Non;1;6;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Profession intermediaire;Non;1;1;Non;Non;Oui;34,29;Non;0;Non;Non;Pas assez
F;63;Marie;Autre inactif;Employe de bureau;Non;1;2;Oui;Non;Non;240;Non;480;Non;Non;Comme il faut
F;49;Marie;Exerce profession;Employe de bureau;Non;2;3;Non;Non;Non;60;Non;60;Non;Non;Comme il faut
H;75;Marie;Retraite;Cadre;Non;0;1;Non;Non;Oui;25,71;Non;0;Non;Oui;Comme il faut
H;64;Marie;Exerce profession;Cadre;Non;5;2;Non;Non;Non;25,71;Non;0;Non;Non;Comme il faut
F;54;Marie;Exerce profession;Cadre;Non;1;2;Non;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;26;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
H;48;Marie;Exerce profession;Non concerne;Non;4;2;Oui;Oui;Oui;60;Oui;85,71;Non;Non;Comme il faut
F;37;Marie;Exerce profession;Cadre;Non;2;3;Oui;Non;Oui;85,71;Non;0;Non;Non;Pas assez
H;76;Marie;Au foyer;Non concerne;Non;0;1;Non;Non;Non;120;Non;120;Non;Non;Pas assez
F;27;Celibataire;Exerce profession;Cadre;Non;1;0;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;27;Celibataire;Exerce profession;Cadre;Non;2;0;Non;Non;Non;17,14;Non;0;Non;Non;Comme il faut
H;87;Marie;Retraite;Cadre;Non;4;4;Oui;Oui;Non;25,71;Non;120;Non;Non;Comme il faut
H;48;Marie;Exerce profession;Non concerne;Non;3;1;Non;Non;Oui;180;Non;180;Non;Non;Pas assez
F;30;Celibataire;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;25,71;Non;0;Non;Oui;Comme il faut
F;76;Marie;Autre inactif;Non concerne;Non;3;5;Oui;Oui;Oui;120;Non;0;Non;Non;Pas assez
F;56;Marie;Exerce profession;Profession intermediaire;Non;5;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;23;Celibataire;Exerce profession;Ouvrier qualifie;Non;2;0;Oui;Oui;Oui;360;Non;0;Non;Oui;Comme il faut
H;82;Marie;Retraite;Ouvrier qualifie;Non;1;4;Non;Non;Non;240;Non;0;Non;Non;Comme il faut
H;71;Veuf;Retraite;Cadre;Non;3;5;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Ouvrier specialise;Non;3;4;Non;Non;Non;240;Non;0;Non;Non;Pas assez
F;35;Marie;Autre inactif;Non concerne;Non;6;1;Non;Non;Non;120;Non;85,71;Non;Non;Comme il faut
H;20;Celibataire;Etudiant;Non concerne;formation initiale;3;0;Non;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;80;Veuf;Autre inactif;Non concerne;Non;2;2;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
F;67;Divorce;Retraite;Employe de bureau;Non;0;3;Non;Oui;Oui;0;Non;42,86;Non;Non;Comme il faut
F;43;Divorce;Exerce profession;Employe de bureau;Non;3;1;Non;Non;Oui;120;Non;0;Non;Oui;Comme il faut
F;46;Celibataire;Autre inactif;Employe de bureau;Non;5;5;Oui;Oui;Non;60;Non;0;Non;Non;Pas assez
F;41;Celibataire;Exerce profession;Employe de bureau;Non;6;2;Non;Non;Non;85,71;Non;60;Non;Non;Comme il faut
F;53;Divorce;Exerce profession;Profession intermediaire;Non;6;0;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Employe de bureau;Non;11;8;Non;Oui;Non;240;Non;0;Non;Non;Pas assez
H;31;Celibataire;Exerce profession;Cadre;Non;2;1;Non;Non;Oui;85,71;Non;0;Non;Non;Pas assez
F;36;Marie;Autre inactif;Ouvrier qualifie;Non;7;2;Oui;Oui;Non;180;Non;0;Non;Oui;Comme il faut
H;49;Marie;Exerce profession;Non concerne;Non;4;2;Non;Non;Oui;42,86;Non;0;Non;Non;Comme il faut
F;65;Marie;Exerce profession;Non concerne;Non;4;4;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
F;44;Marie;Exerce profession;Employe de bureau;Non;5;2;Oui;Oui;Oui;120;Non;0;Non;Oui;Comme il faut
F;36;Marie;Exerce profession;Autre;Non;1;2;Oui;Oui;Oui;51,43;Non;0;Non;Non;Comme il faut
F;72;Divorce;Retraite;Cadre;Non;2;1;Non;Oui;Oui;68,57;Non;0;Non;Non;Pas assez
F;57;Marie;Autre inactif;Ouvrier qualifie;Non;10;4;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;53;Divorce;Exerce profession;Profession intermediaire;Non;4;3;Oui;Oui;Oui;180;Non;25,71;Non;Non;Pas assez
F;58;Marie;Autre inactif;Employe de bureau;Non;1;3;Oui;Oui;Non;120;Non;0;Non;Non;Pas assez
H;42;Divorce;Exerce profession;Cadre;Non;2;1;Oui;Oui;Oui;60;Non;0;Non;Non;Pas assez
H;76;Marie;Retraite;Cadre;Non;0;1;Non;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;33;Marie;Exerce profession;Autre;Non;1;3;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;57;Marie;Exerce profession;Employe de bureau;Non;2;2;Oui;Oui;Non;60;Non;0;Non;Oui;Pas assez
F;64;Marie;Exerce profession;Non concerne;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
H;73;Marie;Retraite;Employe de bureau;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Pas assez
H;47;Marie;Exerce profession;Profession intermediaire;Non;4;2;Oui;Non;Oui;180;Non;0;Non;Non;Comme il faut
F;41;Marie;Autre inactif;Employe de bureau;Non;6;2;Non;Oui;Non;0;Non;0;Non;Non;Pas assez
F;51;Veuf;Exerce profession;Profession intermediaire;Non;1;2;Non;Non;Non;300;Non;0;Non;Oui;Comme il faut
F;72;Divorce;Retraite;Non concerne;Non;2;0;Non;Non;Non;180;Non;0;Non;Non;Pas assez
F;48;Celibataire;Exerce profession;Cadre;Non;3;0;Oui;Oui;Non;0;Non;0;Non;Oui;Comme il faut
H;62;Marie;Retraite;Ouvrier qualifie;Non;7;1;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;71;Marie;Retraite;Employe de bureau;Non;4;2;Oui;Oui;Non;60;Non;0;Non;Oui;Pas assez
F;38;Divorce;Exerce profession;Employe de bureau;Non;1;1;Oui;Oui;Oui;360;Non;0;Non;Non;Comme il faut
H;36;Marie;Exerce profession;Technicien;Non;1;0;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;51;Divorce;Exerce profession;Employe de bureau;Non;4;2;Oui;Non;Oui;120;Non;17,14;Non;Non;Comme il faut
F;77;Veuf;Autre inactif;Profession intermediaire;Non;3;5;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;61;Marie;Retraite;Profession intermediaire;Non;3;1;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;40;Celibataire;Exerce profession;Cadre;Non;3;2;Non;Non;Oui;34,29;Non;0;Non;Non;Pas assez
F;33;Marie;Exerce profession;Employe de bureau;Non;6;2;Oui;Oui;Oui;34,29;Non;0;Non;Non;Comme il faut
H;33;Marie;Exerce profession;Ouvrier qualifie;Non;1;0;Oui;Oui;Oui;60;Non;0;Non;Non;Comme il faut
H;56;Marie;Exerce profession;Employe de bureau;Non;10;2;Non;Non;Non;300;Non;0;Non;Non;Comme il faut
H;39;Celibataire;Exerce profession;Technicien;Non;0;1;Oui;Oui;Oui;120;Non;0;Non;Non;Pas assez
H;80;Veuf;Retraite;Technicien;Non;2;5;Oui;Non;Non;360;Non;0;Non;Non;Comme il faut
H;51;Marie;Exerce profession;Employe de bureau;Non;3;4;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
F;45;Divorce;Exerce profession;Employe de bureau;Non;2;1;Non;Oui;Oui;0;Non;0;Non;Non;Pas assez
F;29;Celibataire;Exerce profession;Non concerne;Non;3;1;Non;Oui;Non;2;Non;0;Non;Oui;Comme il faut
H;51;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;46;Marie;Exerce profession;Employe de bureau;Non;4;2;Oui;Oui;Non;120;Non;60;Non;Non;Comme il faut
H;44;Celibataire;Exerce profession;Ouvrier qualifie;Non;5;0;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;68;Marie;Retraite;Employe de bureau;Non;2;2;Oui;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;52;Divorce;Exerce profession;Technicien;Non;2;1;Non;Non;Oui;60;Non;0;Non;Non;Pas assez
H;68;Marie;Retraite;Ouvrier qualifie;Non;4;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
F;41;Marie;Chomeur;Ouvrier qualifie;Non;2;2;Oui;Oui;Oui;120;Non;0;Oui;Oui;Pas assez
H;35;Marie;Exerce profession;Cadre;Non;2;2;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
H;57;Divorce;Exerce profession;Profession intermediaire;Non;2;1;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;56;Marie;Exerce profession;Employe de bureau;Non;3;2;Oui;Oui;Oui;180;Non;60;Non;Non;Comme il faut
H;28;Celibataire;Etudiant;Employe de bureau;Reprise de formation;1;0;Oui;Oui;Oui;60;Non;0;Non;Oui;Comme il faut
H;39;Celibataire;Exerce profession;Non concerne;Non;1;1;Non;Oui;Non;51,43;Oui;60;Non;Non;Comme il faut
F;64;Marie;Retraite;Employe de bureau;Non;4;3;Non;Oui;Non;480;Non;0;Non;Non;Pas assez
F;67;Marie;Retraite;Employe de bureau;Non;5;2;Oui;Oui;Oui;360;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Ouvrier qualifie;Non;5;2;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;32;Marie;Exerce profession;Employe de bureau;Non;10;3;Oui;Non;Non;17,14;Non;0;Non;Non;Pas assez
F;40;Celibataire;Exerce profession;Profession intermediaire;Non;3;1;Non;Oui;Oui;0;Non;0;Non;Oui;Comme il faut
H;67;Celibataire;Retraite;Employe de bureau;Non;8;0;Oui;Oui;Non;0;Non;0;Non;Non;Pas assez
F;68;Marie;Retraite;Non concerne;Non;2;1;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;35;Marie;Exerce profession;Autre;Non;4;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
H;61;Marie;Retraite;Non concerne;Non;3;3;Non;Oui;Oui;180;Non;0;Non;Non;Comme il faut
H;59;Veuf;Exerce profession;Employe de bureau;Non;3;3;Oui;Oui;Non;4;Non;0;Non;Non;Pas assez
F;60;Marie;Autre inactif;Non concerne;Non;4;2;Non;Non;Non;68,57;Non;0;Non;Non;Comme il faut
H;18;Celibataire;Etudiant;Non concerne;formation initiale;2;0;Non;Non;Oui;240;Non;0;Non;Non;Comme il faut
F;81;Celibataire;Retraite;Ouvrier qualifie;Non;2;0;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;32;Marie;Exerce profession;Profession intermediaire;Non;2;2;Oui;Oui;Oui;180;Non;120;Non;Oui;Pas assez
H;55;Marie;Exerce profession;Cadre;Non;2;0;Oui;Oui;Oui;120;Oui;34,29;Non;Oui;Comme il faut
F;45;Marie;Autre inactif;Ouvrier specialise;Non;4;2;Non;Non;Non;360;Non;0;Non;Non;Comme il faut
F;59;Marie;Exerce profession;Employe de bureau;Non;6;4;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
F;43;Marie;Chomeur;Employe de bureau;Non;3;3;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;38;Celibataire;Exerce profession;Employe de bureau;Non;4;2;Oui;Non;Non;120;Non;0;Oui;Non;Comme il faut
F;81;Marie;Au foyer;Non concerne;Non;0;5;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;41;Marie;Exerce profession;Employe de bureau;Non;0;1;Oui;Oui;Oui;8,57;Non;0;Non;Oui;Comme il faut
F;44;Veuf;Exerce profession;Employe de bureau;Non;6;2;Non;Oui;Oui;0;Non;0;Non;Non;Comme il faut
F;30;Celibataire;Exerce profession;Non concerne;Non;4;2;Oui;Oui;Oui;68,57;Non;0;Non;Oui;Pas assez
F;59;Marie;Exerce profession;Non concerne;Non;1;1;Oui;Oui;Non;60;Non;0;Non;Non;Refus
F;66;Veuf;Au foyer;Non concerne;Non;4;2;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Non concerne;Non;5;6;Oui;Oui;Non;34,29;Oui;120;Non;Non;Comme il faut
H;57;Marie;Exerce profession;Technicien;Non;3;0;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Profession intermediaire;Non;1;1;Oui;Oui;Non;25,71;Non;0;Oui;Oui;Comme il faut
F;47;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Oui;Non;180;Non;0;Non;Non;Comme il faut
H;62;Marie;Retraite;Cadre;Non;2;2;Oui;Oui;Oui;120;Non;0;Non;Non;Comme il faut
H;52;Marie;Exerce profession;Employe de bureau;Non;4;3;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;43;Marie;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;34,29;Non;0;Non;Non;Comme il faut
F;36;Marie;Chomeur;Ouvrier qualifie;Non;2;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
F;48;Marie;Exerce profession;Ouvrier qualifie;Non;3;3;Oui;Oui;Non;240;Non;0;Non;Non;Comme il faut
H;51;Marie;Autre inactif;Ouvrier qualifie;Non;5;0;Oui;Oui;Non;600;Non;0;Non;Non;Refus
F;18;Celibataire;Etudiant;Non concerne;formation initiale;0;0;Non;Oui;Oui;25,71;Non;0;Oui;Non;Pas assez
H;32;Marie;Exerce profession;Employe de bureau;Non;1;3;Oui;Oui;Non;240;Non;0;Non;Non;Trop
H;57;Marie;Exerce profession;Profession intermediaire;Non;3;2;Oui;Oui;Non;0;Non;0;Non;Non;Pas assez
F;44;Marie;Exerce profession;Cadre;Non;2;2;Oui;Oui;Oui;34,29;Non;0;Non;Non;Comme il faut
F;81;Veuf;Au foyer;Non concerne;Non;6;4;Non;Non;Non;180;Non;60;Non;Non;Comme il faut
H;38;Marie;Exerce profession;Ouvrier qualifie;Non;1;2;Oui;Non;Non;120;Non;0;Non;Non;Comme il faut
H;49;Divorce;Exerce profession;Ouvrier qualifie;Non;3;0;Non;Oui;Non;60;Non;60;Non;Non;Comme il faut
H;62;Marie;Retraite;Ouvrier qualifie;Non;5;4;Oui;Oui;Non;120;Non;0;Non;Non;Comme il faut
F;24;Celibataire;Autre inactif;Ouvrier specialise;Non;2;1;Non;Oui;Non;60;Non;0;Non;Oui;Comme il faut
F;30;Celibataire;Exerce profession;Employe de bureau;Non;4;0;Non;Non;Non;300;Non;0;Oui;Non;Pas assez
F;75;Marie;Retraite;Employe de bureau;Non;5;3;Non;Oui;Non;60;Non;0;Non;Non;Comme il faut
F;69;Marie;Retraite;Non concerne;Non;3;3;Non;Non;Non;60;Non;25,71;Non;Non;Comme il faut
F;70;Marie;Retraite;Non concerne;Non;1;2;Oui;Oui;Non;180;Non;0;Non;Non;Pas assez
H;34;Marie;Chomeur;Ouvrier qualifie;Non;4;1;Oui;Oui;Oui;51,43;Non;0;Non;Non;Comme il faut
F;37;Divorce;Exerce profession;Ouvrier specialise;Non;2;1;Non;Oui;Non;240;Non;0;Non;Oui;Pas assez
F;34;Celibataire;Autre inactif;Non concerne;Non;7;2;Oui;Oui;Non;660;Non;0;Non;Non;Pas assez
H;72;Marie;Retraite;Ouvrier specialise;Non;6;5;Non;Non;Non;180;Non;0;Non;Non;Comme il faut
F;52;Divorce;Chomeur;Employe de bureau;Non;2;5;Non;Oui;Non;360;Non;0;Non;Non;Pas assez
H;54;Marie;Exerce profession;Employe de bureau;Non;5;2;Oui;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;28;Divorce;Exerce profession;Employe de bureau;Non;2;1;Non;Non;Oui;0;Non;0;Non;Non;Comme il faut
F;29;Celibataire;Exerce profession;Technicien;Non;2;0;Non;Non;Oui;120;Non;0;Non;Oui;Comme il faut
H;53;Divorce;Exerce profession;Cadre;Non;1;1;Non;Non;Oui;60;Non;0;Non;Non;Comme il faut
F;84;Marie;Retraite;Employe de bureau;Non;1;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;43;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Non;120;Non;0;Non;Oui;Pas assez
F;29;Celibataire;Exerce profession;Employe de bureau;Non;2;0;Non;Non;Non;180;Non;0;Non;Oui;Pas assez
F;24;Celibataire;Exerce profession;Employe de bureau;Non;7;0;Non;Oui;Oui;17,14;Non;0;Non;Oui;Comme il faut
H;66;Marie;Retraite;Employe de bureau;Non;5;7;Non;Non;Non;360;Non;0;Non;Non;Comme il faut
H;35;Marie;Exerce profession;Cadre;Non;4;1;Non;Oui;Oui;60;Non;0;Non;Non;Comme il faut
F;74;Veuf;Retraite;Cadre;Non;3;1;Oui;Non;Non;60;Non;0;Non;Non;Pas assez
F;29;Marie;Exerce profession;Employe de bureau;Non;2;2;Non;Non;Non;85,71;Non;0;Non;Oui;Comme il faut
H;38;Marie;Exerce profession;Non concerne;Non;1;2;Oui;Non;Non;0;Non;0;Non;Non;Comme il faut
H;53;Marie;Exerce profession;Ouvrier qualifie;Non;8;5;Non;Non;Non;25,71;Non;0;Non;Non;Comme il faut
F;72;Marie;Retraite;Ouvrier qualifie;Non;4;2;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
H;53;Marie;Exerce profession;Profession intermediaire;Non;8;2;Non;Non;Non;120;Non;0;Non;Non;Comme il faut
F;42;Divorce;Exerce profession;Employe de bureau;Non;0;2;Oui;Non;Non;180;Non;0;Non;Oui;Pas assez
F;54;Divorce;Exerce profession;Profession intermediaire;Non;2;2;Non;Oui;Non;0;Non;0;Non;Non;Comme il faut
H;49;Marie;Exerce profession;Employe de bureau;Non;5;2;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;55;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Oui;Non;120;Non;0;Non;Non;Comme il faut
H;84;Veuf;Retraite;Ouvrier specialise;Non;9;1;Oui;Non;Non;60;Non;0;Non;Non;Comme il faut
F;44;Marie;Exerce profession;Employe de bureau;Non;4;2;Non;Non;Oui;0;Non;180;Non;Non;Comme il faut
F;44;Divorce;Autre inactif;Employe de bureau;Non;0;2;Oui;Oui;Non;17,14;Non;0;Non;Oui;Comme il faut
H;68;Marie;Au foyer;Non concerne;Non;4;6;Oui;Non;Non;180;Non;0;Non;Non;Comme il faut
F;47;Marie;Exerce profession;Autre;Non;2;2;Non;Non;Oui;42,86;Oui;60;Non;Non;Pas assez
F;38;Celibataire;Exerce profession;Employe de bureau;Non;1;0;Non;Oui;Oui;25,71;Non;0;Non;Oui;Comme il faut
H;50;Marie;Exerce profession;Profession intermediaire;Non;2;3;Non;Oui;Non;180;Oui;60;Non;Non;Comme il faut
F;44;Marie;Autre inactif;Employe de bureau;Non;4;3;Oui;Oui;Non;60;Non;0;Non;Non;Pas assez
H;47;Marie;Exerce profession;Non concerne;Non;9;2;Non;Non;Non;60;Non;0;Non;Non;Comme il faut
F;50;Marie;Exerce profession;Profession intermediaire;Non;3;2;Non;Non;Non;68,57;Non;0;Non;Non;Pas assez
H;78;Veuf;Retraite;Ouvrier qualifie;Non;0;3;Non;Non;Non;180;Non;0;Non;Non;Pas assez
H;46;Marie;Exerce profession;Ouvrier qualifie;Non;2;2;Non;Non;Non;68,57;Non;0;Non;Non;Pas assez
F;67;Marie;Retraite;Ouvrier specialise;Non;2;8;Non;Non;Non;180;Non;60;Non;Non;Comme il faut
F;53;Marie;Chomeur;Employe de bureau;Non;4;2;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
F;18;Celibataire;Exerce profession;Ouvrier specialise;formation initiale;2;0;Non;Non;Oui;120;Non;0;Non;Non;Comme il faut
H;59;Marie;Retraite;Profession intermediaire;Non;2;2;Non;Non;Oui;300;Non;0;Non;Non;Pas assez
